City,Date,Precipitation Sum,Rain Sum,Precipitation Hours
Seattle,1973-10-20,7.4,7.4,14.0
Seattle,1973-10-21,21.7,21.7,19.0
Seattle,1973-10-22,0.8,0.8,5.0
Seattle,1973-10-23,0.6,0.6,4.0
Seattle,1973-10-24,15.2,15.2,21.0
Seattle,1973-10-25,5.2,5.2,20.0
Seattle,1973-10-26,0.3,0.3,2.0
Seattle,1973-10-27,0.0,0.0,0.0
Seattle,1973-10-28,15.8,15.8,13.0
Seattle,1973-10-29,3.4,3.4,12.0
Seattle,1973-10-30,8.5,8.5,21.0
Seattle,1973-10-31,15.9,15.9,24.0
Seattle,1973-11-01,9.5,8.7,24.0
Seattle,1973-11-02,0.6,0.6,4.0
Seattle,1973-11-03,0.0,0.0,0.0
Seattle,1973-11-04,8.6,6.4,22.0
Seattle,1973-11-05,2.7,1.4,9.0
Seattle,1973-11-06,7.8,6.0,19.0
Seattle,1973-11-07,3.5,3.5,14.0
Seattle,1973-11-08,0.3,0.3,2.0
Seattle,1973-11-09,36.5,36.5,23.0
Seattle,1973-11-10,13.9,13.9,24.0
Seattle,1973-11-11,17.8,17.8,19.0
Seattle,1973-11-12,8.1,8.1,20.0
Seattle,1973-11-13,13.2,13.2,22.0
Seattle,1973-11-14,10.5,10.5,23.0
Seattle,1973-11-15,18.9,18.9,21.0
Seattle,1973-11-16,20.8,20.8,24.0
Seattle,1973-11-17,0.7,0.7,5.0
Seattle,1973-11-18,0.1,0.1,1.0
Seattle,1973-11-19,0.1,0.1,1.0
Seattle,1973-11-20,19.4,18.4,21.0
Seattle,1973-11-21,9.8,9.8,23.0
Seattle,1973-11-22,7.3,5.0,24.0
Seattle,1973-11-23,8.3,7.6,15.0
Seattle,1973-11-24,8.3,7.9,16.0
Seattle,1973-11-25,15.1,15.1,21.0
Seattle,1973-11-26,2.3,2.3,13.0
Seattle,1973-11-27,12.9,12.9,24.0
Seattle,1973-11-28,24.5,24.5,24.0
Seattle,1973-11-29,5.0,5.0,16.0
Seattle,1973-11-30,0.4,0.4,3.0
Seattle,1973-12-01,2.6,2.6,13.0
Seattle,1973-12-02,5.0,5.0,21.0
Seattle,1973-12-03,7.7,7.7,13.0
Seattle,1973-12-04,1.4,1.4,8.0
Seattle,1973-12-05,2.1,2.1,4.0
Seattle,1973-12-06,10.8,10.8,16.0
Seattle,1973-12-07,16.6,16.6,18.0
Seattle,1973-12-08,0.0,0.0,0.0
Seattle,1973-12-09,0.0,0.0,0.0
Seattle,1973-12-10,0.0,0.0,0.0
Seattle,1973-12-11,8.4,8.4,19.0
Seattle,1973-12-12,16.1,16.1,24.0
Seattle,1973-12-13,9.6,9.6,21.0
Seattle,1973-12-14,6.7,6.7,23.0
Seattle,1973-12-15,21.1,21.1,24.0
Seattle,1973-12-16,20.5,20.5,21.0
Seattle,1973-12-17,14.5,14.5,20.0
Seattle,1973-12-18,0.4,0.4,2.0
Seattle,1973-12-19,0.0,0.0,0.0
Seattle,1973-12-20,12.6,12.6,18.0
Seattle,1973-12-21,6.8,6.8,11.0
Seattle,1973-12-22,2.4,2.4,10.0
Seattle,1973-12-23,12.4,12.4,24.0
Seattle,1973-12-24,17.2,17.2,11.0
Seattle,1973-12-25,8.7,8.2,18.0
Seattle,1973-12-26,0.1,0.1,1.0
Seattle,1973-12-27,13.5,11.2,18.0
Seattle,1973-12-28,14.0,14.0,22.0
Seattle,1973-12-29,1.6,1.6,11.0
Seattle,1973-12-30,0.4,0.4,4.0
Seattle,1973-12-31,0.3,0.3,3.0
Seattle,1974-01-01,0.0,0.0,0.0
Seattle,1974-01-02,0.0,0.0,0.0
Seattle,1974-01-03,0.0,0.0,0.0
Seattle,1974-01-04,0.0,0.0,0.0
Seattle,1974-01-05,0.0,0.0,0.0
Seattle,1974-01-06,0.0,0.0,0.0
Seattle,1974-01-07,0.0,0.0,0.0
Seattle,1974-01-08,0.0,0.0,0.0
Seattle,1974-01-09,0.0,0.0,0.0
Seattle,1974-01-10,2.1,0.0,15.0
Seattle,1974-01-11,1.7,0.0,14.0
Seattle,1974-01-12,15.7,8.7,14.0
Seattle,1974-01-13,12.1,12.1,24.0
Seattle,1974-01-14,35.3,35.3,24.0
Seattle,1974-01-15,32.9,32.9,24.0
Seattle,1974-01-16,32.0,32.0,24.0
Seattle,1974-01-17,6.8,6.8,9.0
Seattle,1974-01-18,12.2,12.2,15.0
Seattle,1974-01-19,4.0,3.5,19.0
Seattle,1974-01-20,2.9,2.2,22.0
Seattle,1974-01-21,3.8,3.4,10.0
Seattle,1974-01-22,9.7,9.6,24.0
Seattle,1974-01-23,18.8,18.8,24.0
Seattle,1974-01-24,19.3,19.3,24.0
Seattle,1974-01-25,14.4,14.4,24.0
Seattle,1974-01-26,7.6,7.6,15.0
Seattle,1974-01-27,12.6,12.6,24.0
Seattle,1974-01-28,4.9,4.9,24.0
Seattle,1974-01-29,11.2,11.2,24.0
Seattle,1974-01-30,10.4,8.3,24.0
Seattle,1974-01-31,28.2,28.2,24.0
Seattle,1974-02-01,13.0,13.0,20.0
Seattle,1974-02-02,5.9,5.9,13.0
Seattle,1974-02-03,9.8,9.8,23.0
Seattle,1974-02-04,9.3,9.3,23.0
Seattle,1974-02-05,0.4,0.4,3.0
Seattle,1974-02-06,0.0,0.0,0.0
Seattle,1974-02-07,0.0,0.0,0.0
Seattle,1974-02-08,0.0,0.0,0.0
Seattle,1974-02-09,0.0,0.0,0.0
Seattle,1974-02-10,0.0,0.0,0.0
Seattle,1974-02-11,0.0,0.0,0.0
Seattle,1974-02-12,3.9,3.9,13.0
Seattle,1974-02-13,4.7,4.7,19.0
Seattle,1974-02-14,13.1,13.1,19.0
Seattle,1974-02-15,3.4,3.4,12.0
Seattle,1974-02-16,12.7,12.7,20.0
Seattle,1974-02-17,3.3,3.3,11.0
Seattle,1974-02-18,14.6,14.6,24.0
Seattle,1974-02-19,21.2,19.8,23.0
Seattle,1974-02-20,1.7,1.7,6.0
Seattle,1974-02-21,6.4,6.4,13.0
Seattle,1974-02-22,3.7,3.7,13.0
Seattle,1974-02-23,0.4,0.4,3.0
Seattle,1974-02-24,0.0,0.0,0.0
Seattle,1974-02-25,13.1,13.1,18.0
Seattle,1974-02-26,11.8,11.8,24.0
Seattle,1974-02-27,3.3,3.0,17.0
Seattle,1974-02-28,17.8,17.8,21.0
Seattle,1974-03-01,8.1,8.1,19.0
Seattle,1974-03-02,12.4,12.1,16.0
Seattle,1974-03-03,4.8,2.8,14.0
Seattle,1974-03-04,10.8,10.8,24.0
Seattle,1974-03-05,19.2,18.1,24.0
Seattle,1974-03-06,7.8,2.8,20.0
Seattle,1974-03-07,2.3,1.0,7.0
Seattle,1974-03-08,1.6,0.4,7.0
Seattle,1974-03-09,8.1,8.1,16.0
Seattle,1974-03-10,11.9,11.9,19.0
Seattle,1974-03-11,9.2,9.2,18.0
Seattle,1974-03-12,6.9,6.9,22.0
Seattle,1974-03-13,3.0,3.0,11.0
Seattle,1974-03-14,1.3,1.3,8.0
Seattle,1974-03-15,25.7,25.7,24.0
Seattle,1974-03-16,25.0,25.0,19.0
Seattle,1974-03-17,2.0,2.0,14.0
Seattle,1974-03-18,0.0,0.0,0.0
Seattle,1974-03-19,0.0,0.0,0.0
Seattle,1974-03-20,0.0,0.0,0.0
Seattle,1974-03-21,0.0,0.0,0.0
Seattle,1974-03-22,0.0,0.0,0.0
Seattle,1974-03-23,0.0,0.0,0.0
Seattle,1974-03-24,0.0,0.0,0.0
Seattle,1974-03-25,3.4,3.4,9.0
Seattle,1974-03-26,3.7,3.7,11.0
Seattle,1974-03-27,7.8,7.8,12.0
Seattle,1974-03-28,15.6,15.6,21.0
Seattle,1974-03-29,6.0,6.0,16.0
Seattle,1974-03-30,4.0,4.0,13.0
Seattle,1974-03-31,2.7,2.7,10.0
Seattle,1974-04-01,15.6,15.6,24.0
Seattle,1974-04-02,9.6,9.6,18.0
Seattle,1974-04-03,4.1,4.1,20.0
Seattle,1974-04-04,5.0,5.0,10.0
Seattle,1974-04-05,18.8,18.8,21.0
Seattle,1974-04-06,6.5,6.5,17.0
Seattle,1974-04-07,4.6,4.6,11.0
Seattle,1974-04-08,0.6,0.6,3.0
Seattle,1974-04-09,7.1,7.1,16.0
Seattle,1974-04-10,4.5,4.5,23.0
Seattle,1974-04-11,14.1,14.1,24.0
Seattle,1974-04-12,3.0,3.0,6.0
Seattle,1974-04-13,0.0,0.0,0.0
Seattle,1974-04-14,0.0,0.0,0.0
Seattle,1974-04-15,1.5,1.5,10.0
Seattle,1974-04-16,0.9,0.9,9.0
Seattle,1974-04-17,0.0,0.0,0.0
Seattle,1974-04-18,0.5,0.5,4.0
Seattle,1974-04-19,6.8,6.8,24.0
Seattle,1974-04-20,6.2,6.2,24.0
Seattle,1974-04-21,1.0,1.0,6.0
Seattle,1974-04-22,2.3,2.3,12.0
Seattle,1974-04-23,1.7,1.7,7.0
Seattle,1974-04-24,6.9,6.9,7.0
Seattle,1974-04-25,3.5,3.5,13.0
Seattle,1974-04-26,7.2,7.2,24.0
Seattle,1974-04-27,2.7,2.7,19.0
Seattle,1974-04-28,0.0,0.0,0.0
Seattle,1974-04-29,0.0,0.0,0.0
Seattle,1974-04-30,0.2,0.2,2.0
Seattle,1974-05-01,5.3,5.3,16.0
Seattle,1974-05-02,2.1,2.1,6.0
Seattle,1974-05-03,0.0,0.0,0.0
Seattle,1974-05-04,0.0,0.0,0.0
Seattle,1974-05-05,0.0,0.0,0.0
Seattle,1974-05-06,1.6,1.6,12.0
Seattle,1974-05-07,2.1,2.1,8.0
Seattle,1974-05-08,2.7,2.7,12.0
Seattle,1974-05-09,3.7,3.7,15.0
Seattle,1974-05-10,5.8,5.8,21.0
Seattle,1974-05-11,16.2,16.2,21.0
Seattle,1974-05-12,8.6,8.6,22.0
Seattle,1974-05-13,3.4,3.4,14.0
Seattle,1974-05-14,10.6,10.6,24.0
Seattle,1974-05-15,8.4,8.4,22.0
Seattle,1974-05-16,2.3,2.3,11.0
Seattle,1974-05-17,1.5,1.5,9.0
Seattle,1974-05-18,9.4,9.4,24.0
Seattle,1974-05-19,2.9,2.9,12.0
Seattle,1974-05-20,0.3,0.3,3.0
Seattle,1974-05-21,0.0,0.0,0.0
Seattle,1974-05-22,2.1,2.1,4.0
Seattle,1974-05-23,9.3,9.3,24.0
Seattle,1974-05-24,20.3,20.3,24.0
Seattle,1974-05-25,12.0,12.0,19.0
Seattle,1974-05-26,2.6,2.6,17.0
Seattle,1974-05-27,0.1,0.1,1.0
Seattle,1974-05-28,0.0,0.0,0.0
Seattle,1974-05-29,0.3,0.3,3.0
Seattle,1974-05-30,0.0,0.0,0.0
Seattle,1974-05-31,0.0,0.0,0.0
Seattle,1974-06-01,0.0,0.0,0.0
Seattle,1974-06-02,0.6,0.6,4.0
Seattle,1974-06-03,7.3,7.3,23.0
Seattle,1974-06-04,16.0,16.0,24.0
Seattle,1974-06-05,17.0,17.0,23.0
Seattle,1974-06-06,4.6,4.6,17.0
Seattle,1974-06-07,3.7,3.7,11.0
Seattle,1974-06-08,0.0,0.0,0.0
Seattle,1974-06-09,0.0,0.0,0.0
Seattle,1974-06-10,0.0,0.0,0.0
Seattle,1974-06-11,0.0,0.0,0.0
Seattle,1974-06-12,0.0,0.0,0.0
Seattle,1974-06-13,0.0,0.0,0.0
Seattle,1974-06-14,0.0,0.0,0.0
Seattle,1974-06-15,0.9,0.9,6.0
Seattle,1974-06-16,0.0,0.0,0.0
Seattle,1974-06-17,0.0,0.0,0.0
Seattle,1974-06-18,0.0,0.0,0.0
Seattle,1974-06-19,0.0,0.0,0.0
Seattle,1974-06-20,0.0,0.0,0.0
Seattle,1974-06-21,0.0,0.0,0.0
Seattle,1974-06-22,2.3,2.3,9.0
Seattle,1974-06-23,0.0,0.0,0.0
Seattle,1974-06-24,0.0,0.0,0.0
Seattle,1974-06-25,2.4,2.4,8.0
Seattle,1974-06-26,2.6,2.6,6.0
Seattle,1974-06-27,4.8,4.8,15.0
Seattle,1974-06-28,0.0,0.0,0.0
Seattle,1974-06-29,0.0,0.0,0.0
Seattle,1974-06-30,0.0,0.0,0.0
Seattle,1974-07-01,13.3,13.3,20.0
Seattle,1974-07-02,0.1,0.1,1.0
Seattle,1974-07-03,0.0,0.0,0.0
Seattle,1974-07-04,1.7,1.7,14.0
Seattle,1974-07-05,0.0,0.0,0.0
Seattle,1974-07-06,0.1,0.1,1.0
Seattle,1974-07-07,0.0,0.0,0.0
Seattle,1974-07-08,1.5,1.5,5.0
Seattle,1974-07-09,20.4,20.4,19.0
Seattle,1974-07-10,4.0,4.0,17.0
Seattle,1974-07-11,3.4,3.4,19.0
Seattle,1974-07-12,2.4,2.4,5.0
Seattle,1974-07-13,0.0,0.0,0.0
Seattle,1974-07-14,0.0,0.0,0.0
Seattle,1974-07-15,1.0,1.0,7.0
Seattle,1974-07-16,0.3,0.3,3.0
Seattle,1974-07-17,23.5,23.5,24.0
Seattle,1974-07-18,3.7,3.7,14.0
Seattle,1974-07-19,1.3,1.3,9.0
Seattle,1974-07-20,0.0,0.0,0.0
Seattle,1974-07-21,0.0,0.0,0.0
Seattle,1974-07-22,0.3,0.3,3.0
Seattle,1974-07-23,0.0,0.0,0.0
Seattle,1974-07-24,0.0,0.0,0.0
Seattle,1974-07-25,0.0,0.0,0.0
Seattle,1974-07-26,0.0,0.0,0.0
Seattle,1974-07-27,0.0,0.0,0.0
Seattle,1974-07-28,0.0,0.0,0.0
Seattle,1974-07-29,0.0,0.0,0.0
Seattle,1974-07-30,0.0,0.0,0.0
Seattle,1974-07-31,0.0,0.0,0.0
Seattle,1974-08-01,0.0,0.0,0.0
Seattle,1974-08-02,0.0,0.0,0.0
Seattle,1974-08-03,0.0,0.0,0.0
Seattle,1974-08-04,0.0,0.0,0.0
Seattle,1974-08-05,0.0,0.0,0.0
Seattle,1974-08-06,0.0,0.0,0.0
Seattle,1974-08-07,0.0,0.0,0.0
Seattle,1974-08-08,0.0,0.0,0.0
Seattle,1974-08-09,0.0,0.0,0.0
Seattle,1974-08-10,0.0,0.0,0.0
Seattle,1974-08-11,0.0,0.0,0.0
Seattle,1974-08-12,0.0,0.0,0.0
Seattle,1974-08-13,0.6,0.6,4.0
Seattle,1974-08-14,0.0,0.0,0.0
Seattle,1974-08-15,0.0,0.0,0.0
Seattle,1974-08-16,0.0,0.0,0.0
Seattle,1974-08-17,0.0,0.0,0.0
Seattle,1974-08-18,0.0,0.0,0.0
Seattle,1974-08-19,0.4,0.4,4.0
Seattle,1974-08-20,0.1,0.1,1.0
Seattle,1974-08-21,0.0,0.0,0.0
Seattle,1974-08-22,4.5,4.5,8.0
Seattle,1974-08-23,0.5,0.5,5.0
Seattle,1974-08-24,0.0,0.0,0.0
Seattle,1974-08-25,0.0,0.0,0.0
Seattle,1974-08-26,0.0,0.0,0.0
Seattle,1974-08-27,0.0,0.0,0.0
Seattle,1974-08-28,0.0,0.0,0.0
Seattle,1974-08-29,0.0,0.0,0.0
Seattle,1974-08-30,0.0,0.0,0.0
Seattle,1974-08-31,0.0,0.0,0.0
Seattle,1974-09-01,0.0,0.0,0.0
Seattle,1974-09-02,0.0,0.0,0.0
Seattle,1974-09-03,0.0,0.0,0.0
Seattle,1974-09-04,0.3,0.3,3.0
Seattle,1974-09-05,0.0,0.0,0.0
Seattle,1974-09-06,0.1,0.1,1.0
Seattle,1974-09-07,0.0,0.0,0.0
Seattle,1974-09-08,0.5,0.5,3.0
Seattle,1974-09-09,7.4,7.4,14.0
Seattle,1974-09-10,9.5,9.5,17.0
Seattle,1974-09-11,0.1,0.1,1.0
Seattle,1974-09-12,0.0,0.0,0.0
Seattle,1974-09-13,0.0,0.0,0.0
Seattle,1974-09-14,0.0,0.0,0.0
Seattle,1974-09-15,0.0,0.0,0.0
Seattle,1974-09-16,0.0,0.0,0.0
Seattle,1974-09-17,0.0,0.0,0.0
Seattle,1974-09-18,0.0,0.0,0.0
Seattle,1974-09-19,0.0,0.0,0.0
Seattle,1974-09-20,0.0,0.0,0.0
Seattle,1974-09-21,0.0,0.0,0.0
Seattle,1974-09-22,0.0,0.0,0.0
Seattle,1974-09-23,0.0,0.0,0.0
Seattle,1974-09-24,0.0,0.0,0.0
Seattle,1974-09-25,0.0,0.0,0.0
Seattle,1974-09-26,1.3,1.3,7.0
Seattle,1974-09-27,0.0,0.0,0.0
Seattle,1974-09-28,0.2,0.2,2.0
Seattle,1974-09-29,0.0,0.0,0.0
Seattle,1974-09-30,0.0,0.0,0.0
Seattle,1974-10-01,0.0,0.0,0.0
Seattle,1974-10-02,18.9,18.9,18.0
Seattle,1974-10-03,4.0,4.0,16.0
Seattle,1974-10-04,2.6,2.6,10.0
Seattle,1974-10-05,0.0,0.0,0.0
Seattle,1974-10-06,0.0,0.0,0.0
Seattle,1974-10-07,0.0,0.0,0.0
Seattle,1974-10-08,0.0,0.0,0.0
Seattle,1974-10-09,0.0,0.0,0.0
Seattle,1974-10-10,0.0,0.0,0.0
Seattle,1974-10-11,0.1,0.1,1.0
Seattle,1974-10-12,0.0,0.0,0.0
Seattle,1974-10-13,0.0,0.0,0.0
Seattle,1974-10-14,0.0,0.0,0.0
Seattle,1974-10-15,0.0,0.0,0.0
Seattle,1974-10-16,0.0,0.0,0.0
Seattle,1974-10-17,0.0,0.0,0.0
Seattle,1974-10-18,0.0,0.0,0.0
Seattle,1974-10-19,0.0,0.0,0.0
Seattle,1974-10-20,6.2,6.2,12.0
Seattle,1974-10-21,0.3,0.3,2.0
Seattle,1974-10-22,0.0,0.0,0.0
Seattle,1974-10-23,0.0,0.0,0.0
Seattle,1974-10-24,0.0,0.0,0.0
Seattle,1974-10-25,1.1,1.1,3.0
Seattle,1974-10-26,0.0,0.0,0.0
Seattle,1974-10-27,7.9,7.9,15.0
Seattle,1974-10-28,6.7,6.7,14.0
Seattle,1974-10-29,7.5,7.5,8.0
Seattle,1974-10-30,0.0,0.0,0.0
Seattle,1974-10-31,7.6,7.6,17.0
Seattle,1974-11-01,2.5,2.5,15.0
Seattle,1974-11-02,0.0,0.0,0.0
Seattle,1974-11-03,0.0,0.0,0.0
Seattle,1974-11-04,0.0,0.0,0.0
Seattle,1974-11-05,2.8,2.8,5.0
Seattle,1974-11-06,14.5,14.5,15.0
Seattle,1974-11-07,23.0,23.0,24.0
Seattle,1974-11-08,2.1,2.1,10.0
Seattle,1974-11-09,10.3,10.3,20.0
Seattle,1974-11-10,6.0,6.0,17.0
Seattle,1974-11-11,0.1,0.1,1.0
Seattle,1974-11-12,10.0,10.0,10.0
Seattle,1974-11-13,0.9,0.9,2.0
Seattle,1974-11-14,0.0,0.0,0.0
Seattle,1974-11-15,0.0,0.0,0.0
Seattle,1974-11-16,0.0,0.0,0.0
Seattle,1974-11-17,10.9,10.9,6.0
Seattle,1974-11-18,13.3,13.3,24.0
Seattle,1974-11-19,8.7,8.7,13.0
Seattle,1974-11-20,28.9,28.9,24.0
Seattle,1974-11-21,32.8,32.8,24.0
Seattle,1974-11-22,5.7,5.7,10.0
Seattle,1974-11-23,5.7,5.7,13.0
Seattle,1974-11-24,14.6,14.6,16.0
Seattle,1974-11-25,14.5,14.5,24.0
Seattle,1974-11-26,0.3,0.3,2.0
Seattle,1974-11-27,0.0,0.0,0.0
Seattle,1974-11-28,0.0,0.0,0.0
Seattle,1974-11-29,0.0,0.0,0.0
Seattle,1974-11-30,0.0,0.0,0.0
Seattle,1974-12-01,0.0,0.0,0.0
Seattle,1974-12-02,2.3,2.3,7.0
Seattle,1974-12-03,5.4,5.4,12.0
Seattle,1974-12-04,9.1,9.1,18.0
Seattle,1974-12-05,2.2,2.2,9.0
Seattle,1974-12-06,9.1,9.1,15.0
Seattle,1974-12-07,0.2,0.2,2.0
Seattle,1974-12-08,0.0,0.0,0.0
Seattle,1974-12-09,6.0,6.0,16.0
Seattle,1974-12-10,9.7,9.7,19.0
Seattle,1974-12-11,7.9,7.9,23.0
Seattle,1974-12-12,8.7,8.7,7.0
Seattle,1974-12-13,5.5,5.5,13.0
Seattle,1974-12-14,10.8,10.8,19.0
Seattle,1974-12-15,11.5,11.5,17.0
Seattle,1974-12-16,3.3,3.3,20.0
Seattle,1974-12-17,10.1,10.1,16.0
Seattle,1974-12-18,9.2,9.2,16.0
Seattle,1974-12-19,6.4,6.4,20.0
Seattle,1974-12-20,20.8,20.8,24.0
Seattle,1974-12-21,23.0,22.8,21.0
Seattle,1974-12-22,0.6,0.6,4.0
Seattle,1974-12-23,0.0,0.0,0.0
Seattle,1974-12-24,1.7,1.7,10.0
Seattle,1974-12-25,5.3,5.3,16.0
Seattle,1974-12-26,10.3,10.3,13.0
Seattle,1974-12-27,35.6,15.3,21.0
Seattle,1974-12-28,0.1,0.1,1.0
Seattle,1974-12-29,4.9,4.6,12.0
Seattle,1974-12-30,6.1,6.1,8.0
Seattle,1974-12-31,0.0,0.0,0.0
Seattle,1975-01-01,3.1,2.9,9.0
Seattle,1975-01-02,0.3,0.3,3.0
Seattle,1975-01-03,4.0,4.0,7.0
Seattle,1975-01-04,12.7,12.7,18.0
Seattle,1975-01-05,19.9,18.8,20.0
Seattle,1975-01-06,1.7,1.7,9.0
Seattle,1975-01-07,5.7,3.7,11.0
Seattle,1975-01-08,15.4,15.0,17.0
Seattle,1975-01-09,3.6,0.3,14.0
Seattle,1975-01-10,2.9,1.0,15.0
Seattle,1975-01-11,0.7,0.3,6.0
Seattle,1975-01-12,39.8,36.6,22.0
Seattle,1975-01-13,22.3,22.3,24.0
Seattle,1975-01-14,7.2,7.2,18.0
Seattle,1975-01-15,1.4,1.4,4.0
Seattle,1975-01-16,2.0,2.0,9.0
Seattle,1975-01-17,37.0,37.0,24.0
Seattle,1975-01-18,12.1,12.1,18.0
Seattle,1975-01-19,0.0,0.0,0.0
Seattle,1975-01-20,5.9,5.9,17.0
Seattle,1975-01-21,0.0,0.0,0.0
Seattle,1975-01-22,0.0,0.0,0.0
Seattle,1975-01-23,9.2,9.2,22.0
Seattle,1975-01-24,5.7,5.7,21.0
Seattle,1975-01-25,10.3,10.3,24.0
Seattle,1975-01-26,5.3,2.3,18.0
Seattle,1975-01-27,0.0,0.0,0.0
Seattle,1975-01-28,2.4,0.9,13.0
Seattle,1975-01-29,0.0,0.0,0.0
Seattle,1975-01-30,0.0,0.0,0.0
Seattle,1975-01-31,0.5,0.3,4.0
Seattle,1975-02-01,1.3,1.1,7.0
Seattle,1975-02-02,2.6,2.3,7.0
Seattle,1975-02-03,2.2,2.2,15.0
Seattle,1975-02-04,3.7,3.2,16.0
Seattle,1975-02-05,0.5,0.4,4.0
Seattle,1975-02-06,0.2,0.2,2.0
Seattle,1975-02-07,7.4,7.4,21.0
Seattle,1975-02-08,1.4,1.4,9.0
Seattle,1975-02-09,6.4,4.2,14.0
Seattle,1975-02-10,7.4,7.4,24.0
Seattle,1975-02-11,5.9,5.9,24.0
Seattle,1975-02-12,24.4,24.4,24.0
Seattle,1975-02-13,6.5,6.5,22.0
Seattle,1975-02-14,3.2,2.4,10.0
Seattle,1975-02-15,1.4,1.3,5.0
Seattle,1975-02-16,6.0,2.7,23.0
Seattle,1975-02-17,0.1,0.1,1.0
Seattle,1975-02-18,6.9,6.9,24.0
Seattle,1975-02-19,21.0,21.0,20.0
Seattle,1975-02-20,18.3,16.8,14.0
Seattle,1975-02-21,0.0,0.0,0.0
Seattle,1975-02-22,0.0,0.0,0.0
Seattle,1975-02-23,0.2,0.2,2.0
Seattle,1975-02-24,12.1,12.1,10.0
Seattle,1975-02-25,0.0,0.0,0.0
Seattle,1975-02-26,1.1,1.1,8.0
Seattle,1975-02-27,3.6,3.6,6.0
Seattle,1975-02-28,11.9,11.9,23.0
Seattle,1975-03-01,3.2,3.2,11.0
Seattle,1975-03-02,17.1,17.1,22.0
Seattle,1975-03-03,1.2,1.2,5.0
Seattle,1975-03-04,0.0,0.0,0.0
Seattle,1975-03-05,0.0,0.0,0.0
Seattle,1975-03-06,0.0,0.0,0.0
Seattle,1975-03-07,0.0,0.0,0.0
Seattle,1975-03-08,4.4,4.4,16.0
Seattle,1975-03-09,4.8,4.8,17.0
Seattle,1975-03-10,0.2,0.2,2.0
Seattle,1975-03-11,0.0,0.0,0.0
Seattle,1975-03-12,5.2,5.2,12.0
Seattle,1975-03-13,4.8,4.8,14.0
Seattle,1975-03-14,0.8,0.8,6.0
Seattle,1975-03-15,8.4,8.4,24.0
Seattle,1975-03-16,8.1,8.1,20.0
Seattle,1975-03-17,20.2,18.6,22.0
Seattle,1975-03-18,17.1,17.1,24.0
Seattle,1975-03-19,8.4,8.3,22.0
Seattle,1975-03-20,4.7,4.7,21.0
Seattle,1975-03-21,6.6,6.5,18.0
Seattle,1975-03-22,2.2,2.2,11.0
Seattle,1975-03-23,3.3,3.3,20.0
Seattle,1975-03-24,0.4,0.4,2.0
Seattle,1975-03-25,0.0,0.0,0.0
Seattle,1975-03-26,1.0,0.7,8.0
Seattle,1975-03-27,0.0,0.0,0.0
Seattle,1975-03-28,0.0,0.0,0.0
Seattle,1975-03-29,0.0,0.0,0.0
Seattle,1975-03-30,6.8,6.8,16.0
Seattle,1975-03-31,2.5,2.5,14.0
Seattle,1975-04-01,0.0,0.0,0.0
Seattle,1975-04-02,9.9,9.9,20.0
Seattle,1975-04-03,3.0,3.0,13.0
Seattle,1975-04-04,6.7,5.8,24.0
Seattle,1975-04-05,0.9,0.9,7.0
Seattle,1975-04-06,0.1,0.1,1.0
Seattle,1975-04-07,0.1,0.1,1.0
Seattle,1975-04-08,0.0,0.0,0.0
Seattle,1975-04-09,0.0,0.0,0.0
Seattle,1975-04-10,0.3,0.3,3.0
Seattle,1975-04-11,0.0,0.0,0.0
Seattle,1975-04-12,0.0,0.0,0.0
Seattle,1975-04-13,3.2,3.2,12.0
Seattle,1975-04-14,0.6,0.6,3.0
Seattle,1975-04-15,3.6,3.6,11.0
Seattle,1975-04-16,1.4,1.4,6.0
Seattle,1975-04-17,0.3,0.3,3.0
Seattle,1975-04-18,0.8,0.8,7.0
Seattle,1975-04-19,10.7,10.7,24.0
Seattle,1975-04-20,0.1,0.1,1.0
Seattle,1975-04-21,0.0,0.0,0.0
Seattle,1975-04-22,0.5,0.5,5.0
Seattle,1975-04-23,9.3,9.3,24.0
Seattle,1975-04-24,18.1,18.1,24.0
Seattle,1975-04-25,7.8,7.8,23.0
Seattle,1975-04-26,0.2,0.2,1.0
Seattle,1975-04-27,3.9,3.9,15.0
Seattle,1975-04-28,0.0,0.0,0.0
Seattle,1975-04-29,0.0,0.0,0.0
Seattle,1975-04-30,0.0,0.0,0.0
Seattle,1975-05-01,0.0,0.0,0.0
Seattle,1975-05-02,5.3,5.3,11.0
Seattle,1975-05-03,20.6,20.6,21.0
Seattle,1975-05-04,5.0,5.0,20.0
Seattle,1975-05-05,0.7,0.7,6.0
Seattle,1975-05-06,0.6,0.6,6.0
Seattle,1975-05-07,0.0,0.0,0.0
Seattle,1975-05-08,0.0,0.0,0.0
Seattle,1975-05-09,0.0,0.0,0.0
Seattle,1975-05-10,0.4,0.4,2.0
Seattle,1975-05-11,12.1,12.1,23.0
Seattle,1975-05-12,0.4,0.4,4.0
Seattle,1975-05-13,0.0,0.0,0.0
Seattle,1975-05-14,0.0,0.0,0.0
Seattle,1975-05-15,1.6,1.6,12.0
Seattle,1975-05-16,0.4,0.4,4.0
Seattle,1975-05-17,1.2,1.2,8.0
Seattle,1975-05-18,7.5,7.5,16.0
Seattle,1975-05-19,7.3,7.3,20.0
Seattle,1975-05-20,0.0,0.0,0.0
Seattle,1975-05-21,0.0,0.0,0.0
Seattle,1975-05-22,2.0,2.0,15.0
Seattle,1975-05-23,11.7,11.7,24.0
Seattle,1975-05-24,8.6,8.6,12.0
